Instances,feature_Mean_StdDevDist,feature_Centroid_X,feature_Centroid_Y,feature_Radius,feature_FracDistinctDists_1Digit,feature_FracDistinctDists_2Digits,feature_FracDistinctDists_3Digits,feature_FracDistinctDists_4Digits,feature_RectangularArea,feature_VarNormalised_nNNds,feature_CoeffvarNormalised_nNNds,feature_NumClusters,feature_CitiesModClusters,feature_VarCitiesPerCluster,feature_NumOutliers,feature_RatioNodesNearEdgesPlane,feature_MeanRadiusEachCluster,algo_CLK_Mean_Effort,algo_LKCC_Mean_Effort,Sources
CLKhard_028,102.5943103,223.82,204.27,0.0024,0.0161,0.086,0.2929,161.4727019,158802,0.000244759,66.12127997,6,4,79.06666667,6,0.14,41.65004358,1799820,375638,Hard_CLK
CLKhard_029,96.16653967,184.95,217.49,0.0024,0.0155,0.093,0.2938,148.708242,152488,0.00033504,67.04380734,3,1,372.3333333,11,0.22,62.29209489,1572400,281291,Hard_CLK
CLKhard_030,102.5756245,209.49,208.86,0.0021,0.0152,0.0866,0.2958,165.3270114,158006,0.000644545,78.91835279,4,0,152.25,7,0.18,57.46004343,1245490,140776,Hard_CLK
CLKhard_031,103.2443199,195.66,213.65,0.0022,0.0152,0.0867,0.2989,164.2541615,156807,0.000445483,68.01620514,7,2,105.4761905,1,0.36,45.65727068,1544750,319802,Hard_CLK
CLKhard_032,93.12310719,198.4,220.3,0.0024,0.0154,0.0879,0.2846,144.4207163,158802,0.000442354,74.09126825,6,4,238.5666667,5,0.22,38.56041604,1624130,170419,Hard_CLK
CLKhard_033,98.56570829,180.31,175.44,0.0021,0.0148,0.0924,0.2924,154.6617452,155235,0.000348282,62.37278089,3,1,1951,1,0.16,63.61375781,1488170,207705,Hard_CLK
CLKhard_034,97.51892653,204.86,198.35,0.0024,0.0153,0.0831,0.2851,155.9828009,157212,0.000804277,85.50277975,5,0,397.8,2,0.29,43.359719,1296370,207799,Hard_CLK
CLKhard_035,104.8350926,198.52,205.15,0.0023,0.0161,0.0837,0.292,167.4850789,156816,0.000474628,70.60650996,7,2,48.80952381,3,0.31,39.69566939,1692150,164980,Hard_CLK
CLKhard_036,95.8417899,214.47,199.59,0.0022,0.0148,0.0853,0.2883,152.0573988,154440,0.000312525,64.5469415,6,4,115.2,10,0.26,36.5556141,1355570,163139,Hard_CLK
CLKhard_037,101.4232929,202.2,185.93,0.0024,0.0164,0.0883,0.294,157.7410736,157609,0.000335613,69.71994997,6,4,150.9666667,5,0.18,36.18071069,2087180,368392,Hard_CLK
CLKhard_038,101.9222478,216.92,213.29,0.0022,0.0152,0.0893,0.2972,157.4986023,150154,0.000415337,69.60289596,4,0,324.9166667,7,0.19,53.26752258,1416200,194658,Hard_CLK
CLKhard_039,108.9127216,205.96,194.25,0.0023,0.0156,0.0818,0.2922,173.7370616,158802,0.000477056,80.07485362,7,2,54.47619048,1,0.17,36.16598722,1862790,241408,Hard_CLK
CLKhard_040,100.7790692,192.04,203.36,0.0024,0.0159,0.0862,0.2962,158.0474744,152877,0.000444783,81.05424494,6,4,73.5,13,0.19,40.37557552,1620030,365969,Hard_CLK
CLKhard_041,99.75805117,207.51,225.14,0.0023,0.0158,0.0886,0.2943,153.6976953,151257,0.000609987,84.33738288,4,0,652.6666667,4,0.27,46.18581221,1723230,117785,Hard_CLK
CLKhard_042,100.5586686,211.12,198.34,0.0023,0.0158,0.0879,0.2961,157.7817162,153655,0.000243826,59.46302609,5,0,459.5,0,0.34,41.59735938,2308490,245080,Hard_CLK
CLKhard_043,105.2447334,206.71,190.74,0.0023,0.0156,0.0848,0.2939,166.9803745,155211,0.000329139,68.22914995,6,4,120,4,0.22,40.5632774,1867850,184270,Hard_CLK
CLKhard_044,97.57865816,203.01,206.51,0.0022,0.0153,0.0832,0.2875,157.3865467,154842,0.000527715,70.25442934,8,4,49.69642857,1,0.35,35.16443466,1660960,175496,Hard_CLK
CLKhard_045,97.53764596,201.59,188.29,0.0023,0.0156,0.0868,0.2914,153.914781,156812,0.000467769,76.59494692,7,2,55,2,0.23,37.97815344,1683000,184817,Hard_CLK
CLKhard_046,96.26256318,175.53,193.96,0.0025,0.0159,0.0869,0.2873,153.2311535,154054,0.000313291,68.26506681,6,4,29.46666667,12,0.22,33.97937228,1727290,234099,Hard_CLK
CLKhard_047,98.39104374,205.4,203.24,0.0023,0.0158,0.0864,0.2863,153.5927814,154822,0.000961761,99.68874102,5,0,238.7,4,0.16,49.40866109,1579680,278291,Hard_CLK
CLKhard_048,94.62501213,220.96,181.71,0.0022,0.0149,0.0876,0.2897,150.8280654,153266,0.000605892,72.7187182,5,0,85.3,17,0.16,42.3676277,1279610,136293,Hard_CLK
CLKhard_049,97.60244293,230.98,204.79,0.0022,0.0157,0.0892,0.2925,156.2124358,148980,0.000902932,93.96287786,5,0,40.8,7,0.2,46.33730353,1576700,196108,Hard_CLK
CLKhard_050,100.2632769,222.06,212.64,0.0023,0.0153,0.0871,0.2897,159.9055594,153270,0.000620886,77.25218312,5,0,84.8,3,0.29,50.47345119,1204370,90443.6,Hard_CLK
CLKhard_051,100.8093475,214.89,206.49,0.0024,0.0159,0.0863,0.2898,157.8938003,155624,0.000287833,67.81167495,4,0,556.9166667,9,0.24,55.38904545,1865100,151988,Hard_CLK
CLKhard_052,98.61429511,214.38,203.7,0.0023,0.0152,0.0868,0.2918,158.4780979,154050,0.000345588,68.74248883,6,4,160.1666667,5,0.21,38.86513556,1458270,130482,Hard_CLK
CLKhard_053,99.84382186,204,206,0.0022,0.0147,0.0848,0.2871,162.226475,142500,0.000486252,62.81740008,6,4,39.86666667,2,0.41,48.64859387,981360,75273.7,Hard_CLK
CLKhard_054,98.0819348,179.17,216.9,0.0023,0.0159,0.0883,0.2908,154.915619,156418,0.000346533,64.76402741,4,0,891.5833333,3,0.35,51.53392915,1567480,121963,Hard_CLK
CLKhard_055,98.93208008,190.57,177.06,0.0024,0.016,0.0887,0.2927,152.9164442,153266,0.000233611,67.77568703,6,4,105.8666667,8,0.16,37.55949118,2039360,287560,Hard_CLK
CLKhard_056,96.07597896,187.97,204.52,0.0023,0.0157,0.0865,0.2865,152.8691404,145432,0.000668927,86.8760411,5,0,117.7,4,0.18,49.1955985,1675220,196207,Hard_CLK
CLKhard_057,97.7671774,214.58,215.6,0.0023,0.0154,0.0858,0.2876,154.4955459,152490,0.000463605,77.68878578,8,4,46.57142857,4,0.16,29.11524918,1540730,226494,Hard_CLK
CLKhard_058,101.4710308,191.37,205.65,0.0022,0.0158,0.0863,0.2885,159.9375493,147820,0.00044396,78.74293848,7,2,20.14285714,3,0.3,39.69026063,1632960,309551,Hard_CLK
CLKhard_059,95.00391845,224.8,176.51,0.0024,0.0163,0.0874,0.2841,150.3066377,155232,0.000791076,100.8162452,6,4,91.5,7,0.16,39.75658147,1928340,93896.3,Hard_CLK
CLKhard_060,97.63832787,213.26,185.47,0.0024,0.0153,0.0834,0.2823,156.5461591,152096,0.000492423,77.84454726,5,0,216.3,17,0.08,45.78653894,1267920,234845,Hard_CLK
CLKhard_061,93.50157951,188.24,189.52,0.0024,0.015,0.0878,0.2862,148.7815565,158006,0.000643234,79.82856801,4,0,103,6,0.27,57.26536053,1225640,78174.4,Hard_CLK
CLKhard_062,103.9946835,192.33,181.36,0.0023,0.0158,0.0863,0.293,163.6981366,156414,0.000411148,71.31834927,6,4,121.0666667,12,0.18,37.79768549,1689630,123618,Hard_CLK
CLKhard_063,100.4564769,198.56,222.84,0.0022,0.0152,0.0868,0.2929,158.824116,151708,0.000457717,67.53786838,4,0,772.3333333,6,0.22,44.93595399,1636500,206822,Hard_CLK
CLKhard_064,95.87424507,190.8,198.48,0.002,0.0144,0.0852,0.2918,153.0593976,154036,0.000422445,59.87192684,2,0,3120.5,5,0.27,77.61441345,1314820,134051,Hard_CLK
CLKhard_065,99.37383104,226.15,219.46,0.0022,0.0157,0.0866,0.2875,157.4753365,145542,0.000430964,79.65364804,6,4,49.1,1,0.31,42.63141533,1616510,149129,Hard_CLK
CLKhard_066,99.50650934,224.73,211.48,0.0021,0.0153,0.0859,0.2886,158.3968744,156025,0.000358306,66.67646725,7,2,92.23809524,4,0.17,32.82092587,2007180,270186,Hard_CLK
CLKhard_067,103.5762214,213.88,214.35,0.0023,0.0159,0.0852,0.2934,164.5471669,154056,0.000568059,83.42663235,8,4,21.26785714,5,0.23,31.75130231,1623270,188853,Hard_CLK
CLKhard_068,96.62473074,172.44,201.12,0.0022,0.0152,0.0885,0.293,154.9657927,153266,0.000606441,73.41587476,5,0,96.7,29,0.07,35.75561003,1212900,127880,Hard_CLK
CLKhard_069,97.0001918,220.04,176.37,0.0022,0.0149,0.0849,0.2889,155.7643714,153230,0.000437346,68.19346985,4,0,162,28,0.17,40.1897727,1471260,123760,Hard_CLK
CLKhard_070,102.5144084,214.99,206.49,0.0024,0.0153,0.0883,0.2929,161.1628378,150066,0.000477544,81.82445687,5,0,65.7,24,0.08,40.68804585,1756160,212898,Hard_CLK
CLKhard_071,105.771069,199.23,182.06,0.0022,0.0154,0.0834,0.295,170.760121,155235,0.000496023,69.92857279,6,4,211.4666667,0,0.33,47.97562241,1329340,141805,Hard_CLK
CLKhard_072,98.02434639,212.25,183.41,0.0022,0.0148,0.0851,0.2908,154.6490624,155624,0.000391289,68.40067711,7,2,135,9,0.25,34.78590689,1669020,172582,Hard_CLK
CLKhard_073,104.6734898,200.56,176.49,0.0023,0.0159,0.0886,0.2981,163.4830935,157210,0.000361599,66.58780312,7,2,40.23809524,14,0.2,33.30610018,1891340,140233,Hard_CLK
CLKhard_074,99.88376728,190.2,198.44,0.0023,0.0151,0.0838,0.2916,158.8954427,149760,0.000544302,76.74043317,8,4,28,4,0.25,34.97041311,1410120,184266,Hard_CLK
CLKhard_075,100.016869,195.31,214.52,0.0022,0.0151,0.0893,0.2937,158.3646339,148554,0.000341973,61.78172189,5,0,72.8,13,0.17,41.12788345,1552560,188811,Hard_CLK
CLKhard_076,101.7420735,195.27,219.04,0.0023,0.0155,0.0793,0.2828,160.127349,154840,0.000337658,67.90008625,10,0,10.76666667,9,0.11,22.70711077,1727710,124448,Hard_CLK
CLKhard_077,98.53333406,203.09,199.77,0.0024,0.0156,0.0852,0.2899,156.3417127,158802,0.000359937,68.22365646,6,4,92.4,10,0.19,41.97740144,1456590,401265,Hard_CLK
CLKhard_078,102.0517067,231.85,206.28,0.0022,0.0151,0.0923,0.3046,157.8351279,151690,0.000267489,59.67741162,3,1,1054.333333,2,0.29,61.29317448,1254040,183356,Hard_CLK
CLKhard_079,92.72612077,183.11,192.35,0.0024,0.0152,0.0932,0.2901,141.4938418,154812,0.000565079,83.5846971,4,0,671.3333333,4,0.15,42.49991544,1429330,135936,Hard_CLK
CLKhard_080,102.2733622,178.61,183.8,0.0023,0.016,0.0891,0.2951,157.1251141,154050,0.000472088,79.34146383,6,4,106.8,4,0.19,36.53746999,1744830,265537,Hard_CLK
CLKhard_081,99.98933513,186.29,191.04,0.0022,0.0149,0.0837,0.2894,158.6153342,151708,0.000473222,69.64492806,6,4,82.96666667,5,0.25,44.42315022,1255840,95425.4,Hard_CLK
CLKhard_082,98.77254287,200.25,188.96,0.0023,0.0153,0.0837,0.2865,158.8660695,157212,0.000478662,73.71984349,5,0,542.3,8,0.2,40.05423771,1542250,112209,Hard_CLK
CLKhard_083,90.37624197,159.71,203.34,0.0023,0.0153,0.0886,0.2798,143.2448981,156021,0.001280708,109.5409976,3,1,1290.333333,5,0.24,53.71593176,1488750,186330,Hard_CLK
CLKhard_084,92.70474948,188.53,230.33,0.0021,0.0146,0.0852,0.2871,147.8905116,156420,0.000547191,72.10053516,5,0,503.8,2,0.31,45.25778615,1335930,281235,Hard_CLK
CLKhard_085,94.68939045,206.18,221.76,0.0024,0.0151,0.0866,0.2876,151.6914299,150150,0.000742845,86.42257126,5,0,124.8,13,0.22,45.44930694,1312530,177891,Hard_CLK
CLKhard_086,95.59562488,226.28,188.6,0.0023,0.015,0.0849,0.2855,152.9928517,156414,0.000471539,73.18781663,5,0,266.8,2,0.33,53.6548261,1362600,159614,Hard_CLK
CLKhard_087,103.4794239,200.52,179.96,0.0023,0.0156,0.0881,0.2954,159.5967434,153628,0.00033954,70.85110196,6,4,174.1666667,3,0.22,35.39405388,1849920,243556,Hard_CLK
CLKhard_088,100.5047669,193.15,210.52,0.0023,0.0153,0.0851,0.29,157.5664291,149382,0.000580594,75.0202013,5,0,238.8,3,0.36,46.66934972,1261750,141559,Hard_CLK
CLKhard_089,97.25628701,205.73,223.32,0.0023,0.0153,0.0869,0.2877,155.151096,154026,0.000331746,68.20998243,4,0,386.25,1,0.34,60.25739096,1528850,228256,Hard_CLK
CLKhard_090,101.1767685,199.37,194.52,0.0023,0.0155,0.0885,0.2911,161.2853751,150930,0.000455898,71.74753109,4,0,793.5833333,9,0.23,49.60909157,1431680,144927,Hard_CLK
CLKhard_091,99.63286228,175.86,201.97,0.0022,0.0151,0.0867,0.294,159.287078,153664,0.000394341,63.92297721,7,2,27.23809524,7,0.34,39.96642413,1323320,128519,Hard_CLK
CLKhard_092,99.06217959,175.95,226.65,0.0024,0.016,0.0881,0.2909,151.1215531,158802,0.000632079,94.30015381,5,0,222,10,0.19,36.74014374,1493860,159898,Hard_CLK
CLKhard_093,98.45431822,176,224.68,0.0023,0.0152,0.0867,0.2908,153.1546357,156009,0.000439004,77.32317354,6,4,102.1666667,3,0.12,38.2372273,1571620,415741,Hard_CLK
CLKhard_094,99.53120239,183.99,224.99,0.0022,0.0148,0.0867,0.2897,159.0754469,154448,0.000365635,64.20244772,4,0,373.3333333,0,0.31,58.87225872,1465120,236939,Hard_CLK
CLKhard_095,104.4795947,188.33,195.1,0.0023,0.0154,0.0842,0.2983,166.085006,155624,0.000446223,71.12131823,6,4,255.3666667,5,0.26,40.98764584,1427420,86440.4,Hard_CLK
CLKhard_096,101.0599076,207.3,202.36,0.0022,0.0156,0.0882,0.2994,157.1256075,158004,0.000403385,71.95850462,6,4,50.96666667,9,0.28,40.80425302,1390790,208729,Hard_CLK
CLKhard_097,109.8343809,186.96,223.79,0.0025,0.0161,0.0885,0.3018,171.433037,156812,0.000453738,82.38140539,5,0,368.7,1,0.25,49.69417207,1729590,270019,Hard_CLK
CLKhard_098,100.3039216,202.97,217.11,0.0023,0.0153,0.0836,0.2906,161.6532806,156807,0.000427324,72.78980933,6,4,118.7,19,0.24,36.10793893,1281000,144295,Hard_CLK
CLKhard_099,107.2479068,180.25,208.79,0.0022,0.0156,0.091,0.3018,167.4686048,156418,0.000555274,77.30899995,5,0,86.8,2,0.25,49.83671483,1888300,156539,Hard_CLK
CLKhard_100,103.3577893,215.12,216.23,0.0022,0.0159,0.0846,0.2878,164.6286105,156024,0.000391636,71.90852828,7,2,41.9047619,0,0.17,37.25771693,1815830,196553,Hard_CLK
CLKhard_101,95.95992755,197.62,203.77,0.0024,0.0151,0.0871,0.2903,149.4721974,153664,0.000453571,71.16131409,3,1,1322.333333,6,0.22,57.00813237,1498270,189461,Hard_CLK
CLKhard_102,99.88237394,196,195.83,0.0025,0.0157,0.087,0.2886,156.4819434,154044,0.000424564,80.11775907,4,0,304.9166667,9,0.18,53.17907961,1781840,239199,Hard_CLK
CLKhard_103,97.20494566,200.56,164.47,0.0019,0.0143,0.0892,0.2938,151.5398169,150495,0.000424282,65.50557485,4,0,241.6666667,10,0.15,51.47889688,1175680,181071,Hard_CLK
CLKhard_104,97.13148305,214.03,228.11,0.0024,0.0159,0.0856,0.2848,153.7738203,153260,0.000935607,104.4755513,5,0,168.5,10,0.16,48.36851719,1515980,240794,Hard_CLK
CLKhard_105,103.7849112,198.05,177.24,0.0023,0.0157,0.0897,0.2946,163.1147217,156408,0.000423433,75.18905706,7,2,71.14285714,1,0.19,33.84909464,1736130,280275,Hard_CLK
CLKhard_106,90.79728676,185.24,229.87,0.0025,0.0158,0.0864,0.2841,142.623966,152488,0.00068421,95.88888468,4,0,435.5833333,5,0.11,55.41070451,1477350,229875,Hard_CLK
CLKhard_107,91.39745733,201.8,186.64,0.0024,0.0155,0.0852,0.2777,142.100331,149362,0.000380868,75.16162872,7,2,39.95238095,6,0.17,30.53018168,1720170,262399,Hard_CLK
CLKhard_108,104.3889305,206.05,190.49,0.0023,0.0159,0.0867,0.2917,166.8074273,149753,0.000387525,73.68576706,7,2,28.47619048,1,0.24,35.26693957,1730700,144689,Hard_CLK
CLKhard_109,101.9190089,205.49,186.84,0.0024,0.0162,0.0869,0.2908,160.354153,156420,0.0004889,83.94238071,6,4,81.46666667,6,0.24,39.60119344,1740660,238665,Hard_CLK
CLKhard_110,97.60088017,218.89,173.59,0.0022,0.0154,0.0886,0.289,152.4503774,150543,0.00043155,78.3771402,5,0,56.3,7,0.11,46.26531945,1743050,316358,Hard_CLK
CLKhard_111,101.6403534,221.34,195.08,0.0024,0.0152,0.0879,0.2937,158.7884643,157608,0.000359487,63.57167102,3,1,1070.333333,5,0.27,68.42254343,1272800,171912,Hard_CLK
CLKhard_112,105.4381587,207.75,201.07,0.0023,0.0155,0.0844,0.2937,169.6580346,156420,0.000608873,86.79770665,7,2,86.33333333,9,0.25,36.81548855,1671940,345554,Hard_CLK
CLKhard_113,104.619181,199.2,200.71,0.0021,0.0154,0.0892,0.2982,163.4157457,156009,0.000454198,69.75007751,6,4,68.26666667,2,0.23,45.24505624,1279130,225479,Hard_CLK
CLKhard_114,94.65566159,214.79,205.07,0.0021,0.0145,0.0859,0.288,150.2526581,154836,0.000416742,60.18558692,6,4,70,10,0.23,42.13052348,1155860,127274,Hard_CLK
CLKhard_115,90.99202502,204.06,209.01,0.0024,0.0159,0.0907,0.2901,139.0713948,152460,0.001100936,104.3515421,7,2,48.14285714,8,0.27,35.16973155,951626,50326.6,Hard_CLK
CLKhard_116,93.03810087,210.42,192.05,0.0025,0.0152,0.0869,0.2845,145.9157343,158004,0.000718168,86.7620729,6,4,46.56666667,5,0.21,44.04235431,1247030,104265,Hard_CLK
CLKhard_117,104.1636311,220.09,196.97,0.0024,0.0159,0.0857,0.2938,165.6118227,152484,0.000407092,71.21630814,7,2,31.47619048,1,0.28,40.65585869,1893840,250787,Hard_CLK
CLKhard_118,94.5974769,222.48,224.84,0.0024,0.0154,0.0867,0.2855,147.5417083,157212,0.000552627,81.53681139,4,0,242.9166667,11,0.18,51.58294182,1680260,142656,Hard_CLK
CLKhard_119,97.89482681,213.96,199.64,0.0022,0.0149,0.0859,0.2884,157.5050698,149250,0.000400467,66.15623568,6,4,110.7,7,0.23,37.91011844,1262400,287423,Hard_CLK
CLKhard_120,105.2851021,201.42,206.29,0.0024,0.0153,0.0904,0.2993,164.5229345,158006,0.00037994,64.01801788,6,4,135.0666667,6,0.23,42.34273111,1617440,199008,Hard_CLK
CLKhard_121,92.40991608,232.51,153.18,0.0023,0.0157,0.0869,0.2853,143.6807985,155235,0.000594655,84.49786455,9,1,6.361111111,18,0.13,22.54890569,1654110,154415,Hard_CLK
CLKhard_122,95.39611521,193.89,210.89,0.0023,0.0151,0.0846,0.2856,152.4798197,154448,0.000426838,65.72106819,5,0,133.3,8,0.37,46.57669972,1400850,188124,Hard_CLK
CLKhard_123,96.41855449,214.74,223.96,0.0023,0.0154,0.0873,0.2891,155.3337322,156816,0.00076791,85.44516801,4,0,323.6666667,2,0.18,59.02383536,1439750,131849,Hard_CLK
CLKhard_124,94.91191626,190.59,243.32,0.0021,0.0146,0.0888,0.2886,148.7065606,152872,0.000572922,76.46125261,5,0,4,10,0.14,46.87173409,1696070,123984,Hard_CLK
CLKhard_125,95.25762395,207.76,192.14,0.0025,0.0156,0.0879,0.2867,150.9620958,155236,0.000896791,96.39452078,2,0,2312,8,0.16,73.87034706,1674090,226626,Hard_CLK
CLKhard_126,108.7179607,201.86,163.97,0.0023,0.0158,0.0895,0.2985,169.207945,155235,0.000603017,82.00713481,5,0,90,25,0.13,33.77886509,1534770,331940,Hard_CLK
CLKhard_127,97.30224233,201.65,214.18,0.0023,0.0154,0.0881,0.2896,152.8015399,148520,0.000593793,83.4041552,7,2,20,2,0.25,37.80586514,1844240,265686,Hard_CLK
CLKhard_128,107.6167768,209.86,197.22,0.0022,0.0158,0.0892,0.3014,166.7157435,157608,0.000310124,65.46758587,6,4,51.9,7,0.16,40.57455277,1653500,437670,Hard_CLK
CLKhard_129,103.7111755,198.81,198.97,0.0024,0.0157,0.0848,0.2923,161.90591,150932,0.000336564,67.34897435,6,4,120.2666667,6,0.18,36.22720475,1996320,359317,Hard_CLK
CLKhard_130,104.4855417,194.29,185.78,0.0024,0.0157,0.0853,0.2963,165.5608447,152856,0.000595222,78.71433482,8,4,28.21428571,6,0.3,32.334167,1420840,123972,Hard_CLK
CLKhard_131,100.0621733,217.03,201.74,0.0022,0.0152,0.0889,0.2906,157.3769656,152484,0.000378292,66.42795124,7,2,90.9047619,7,0.15,28.63529725,1351160,165809,Hard_CLK
CLKhard_132,98.07909124,211.97,176.25,0.0023,0.0157,0.0897,0.2918,151.9470796,149669,0.000350227,66.35985874,5,0,112.7,4,0.19,43.93051354,1930420,388753,Hard_CLK
CLKhard_133,98.1627898,182.36,210.53,0.0024,0.0151,0.086,0.2894,157.2129406,148996,0.000670493,88.83956449,6,4,51.36666667,3,0.26,42.27018151,1345550,211602,Hard_CLK
CLKhard_134,92.18246009,224.56,183.96,0.0022,0.015,0.0827,0.2795,145.8476791,148915,0.000516045,74.57867899,5,0,515.2,4,0.21,44.3557815,1489840,150272,Hard_CLK
CLKhard_135,97.59418561,214.75,211.99,0.0022,0.0146,0.0851,0.2909,155.9783305,153664,0.00056741,66.40025619,4,0,1047,2,0.24,46.13711545,1543440,321974,Hard_CLK
CLKhard_136,92.58788295,195.87,202.76,0.0023,0.0155,0.085,0.2867,147.5295297,155628,0.000573157,80.38733007,5,0,160.7,14,0.17,44.23562198,1354840,151404,Hard_CLK
CLKhard_137,96.6805981,184.34,210.37,0.0024,0.0156,0.0892,0.2882,151.4286035,153663,0.000661935,78.70799668,5,0,267.7,9,0.15,42.45018736,1524700,174931,Hard_CLK
CLKhard_138,103.8237563,205.41,191.85,0.0023,0.0156,0.0865,0.2938,162.6181127,151321,0.000251187,68.01485219,7,2,23.14285714,17,0.08,26.87666585,1796930,151394,Hard_CLK
CLKhard_139,101.2959969,191.55,210.74,0.0023,0.0157,0.084,0.2855,161.0712966,152019,0.000299381,67.86898648,7,2,31.57142857,4,0.22,35.37580991,1940850,460892,Hard_CLK
CLKhard_140,97.43981672,195.72,209.19,0.0023,0.0148,0.0868,0.2921,155.0650017,152490,0.000616958,85.4373778,5,0,11.3,7,0.15,46.02275652,1537430,93161.5,Hard_CLK
CLKhard_141,101.8768331,194.46,206.88,0.0023,0.0152,0.0833,0.2931,162.2470866,154840,0.000263087,56.60779577,4,0,176.25,13,0.16,54.88301204,1300170,147202,Hard_CLK
CLKhard_142,99.59104195,186.19,216.74,0.0022,0.0149,0.0886,0.2921,155.2873606,155630,0.00034243,62.01301048,5,0,275.2,6,0.19,39.15637471,1858880,151098,Hard_CLK
CLKhard_143,105.9232508,211.9,194.12,0.0022,0.0145,0.084,0.2908,169.964136,156024,0.000479085,68.10022364,7,2,38.95238095,5,0.28,36.82151674,1467440,176685,Hard_CLK
CLKhard_144,101.2042904,165.64,195.28,0.0024,0.0156,0.0903,0.2931,154.7459348,153270,0.000328584,67.81383803,4,0,694.25,5,0.21,44.53240465,1692550,322946,Hard_CLK
CLKhard_145,99.74640266,207.79,204.41,0.0023,0.0158,0.0853,0.2915,157.751813,154449,0.00040468,72.80405858,8,4,67.55357143,11,0.16,30.98695521,1737600,240781,Hard_CLK
CLKhard_146,104.7845362,203.92,225.89,0.0022,0.0156,0.0904,0.2988,163.2627234,148915,0.000275461,61.22525876,7,2,46.9047619,0,0.14,40.0856913,1769880,409321,Hard_CLK
CLKhard_147,95.28844166,204.66,223.19,0.0024,0.0155,0.0859,0.2837,150.850739,156408,0.000611525,80.9590788,4,0,190.9166667,11,0.12,57.84441987,1380740,104905,Hard_CLK
CLKhard_148,97.15035663,162.78,199.28,0.0022,0.0153,0.0865,0.2901,151.8711738,154830,0.000649327,93.01746301,8,4,18.55357143,1,0.25,33.56436658,1713590,162801,Hard_CLK
CLKhard_149,97.83955645,189.7,171.38,0.0024,0.0155,0.0839,0.2823,154.1355173,151296,0.000448694,83.33771694,7,2,91.23809524,4,0.16,31.47942549,2007120,233090,Hard_CLK
CLKhard_150,103.9684385,189.8,204.86,0.0023,0.0152,0.0893,0.3003,163.6282309,154448,0.000399559,65.2840968,6,4,99.76666667,3,0.29,42.27237114,1582020,167433,Hard_CLK
CLKhard_151,98.96561703,199.13,226.73,0.0023,0.0157,0.0897,0.294,154.9099279,156408,0.000551797,75.95949135,5,0,177.3,3,0.25,46.4658254,1668060,173491,Hard_CLK
CLKhard_152,100.8612824,204.62,200.04,0.0023,0.0153,0.0859,0.294,157.5125127,156408,0.000589702,85.94428308,5,0,123.3,3,0.28,53.44155788,1642830,132736,Hard_CLK
CLKhard_153,97.69640355,201.63,174.14,0.0025,0.0161,0.0872,0.287,151.8928804,154054,0.00039121,74.29602292,7,2,109.1428571,3,0.14,33.15111581,1719590,223057,Hard_CLK
CLKhard_154,105.4682247,190.77,206.78,0.0024,0.0164,0.0863,0.2943,164.3003013,157608,0.000458244,89.1214245,11,1,4.2,1,0.16,45.27945579,1986740,184848,Hard_CLK
CLKhard_155,113.3307889,209.54,179.33,0.0024,0.0155,0.0912,0.3052,175.6360251,154812,0.000405477,78.22420424,7,2,59.9047619,7,0.13,33.02519267,1925560,278654,Hard_CLK
CLKhard_156,101.1088291,208.86,207.49,0.0024,0.016,0.0873,0.2948,159.8880681,155236,0.000421645,76.56645147,7,2,122.952381,6,0.21,33.22917384,1690440,143777,Hard_CLK
CLKhard_157,109.0558455,209.65,185.04,0.0023,0.0156,0.0869,0.2974,175.5969849,157605,0.00028499,60.59641205,6,4,170.9666667,5,0.25,42.20314993,1626670,252428,Hard_CLK
CLKhard_158,101.5647731,196.51,173.4,0.0023,0.0152,0.0838,0.2861,162.1383271,156418,0.000625963,83.79452303,8,4,23.83928571,3,0.18,32.88744583,1544990,163041,Hard_CLK
CLKhard_159,95.49878998,233.17,218.68,0.0023,0.0151,0.0876,0.288,153.6962671,155624,0.000667071,87.07923023,6,4,75.5,7,0.2,35.50259105,1412970,158788,Hard_CLK
CLKhard_160,99.15757742,190.97,197.99,0.0024,0.0155,0.0883,0.2908,153.9130665,150156,0.000523161,81.65892421,5,0,249.7,1,0.2,42.87071663,1632620,132337,Hard_CLK
CLKhard_161,99.853875,213.05,201.44,0.0021,0.0151,0.0845,0.2904,161.0730175,152877,0.000454932,67.07757672,4,0,386,12,0.34,60.08908072,1267150,137868,Hard_CLK
CLKhard_162,106.5287001,213.3,195.43,0.0023,0.0155,0.085,0.2962,169.7301695,156025,0.000351617,66.79428954,8,4,16,8,0.26,32.11163387,1443140,158417,Hard_CLK
CLKhard_163,99.33878325,193.26,218.68,0.0023,0.0153,0.0896,0.2908,157.8131027,152064,0.000289323,66.55396171,7,2,73.14285714,3,0.26,36.16432752,1811730,160585,Hard_CLK
CLKhard_164,97.86963588,192.77,204.67,0.0023,0.0149,0.0885,0.2929,154.5848601,145530,0.000282232,60.73076064,7,2,103,2,0.2,34.36547042,1400720,237318,Hard_CLK
CLKhard_165,100.8508768,201.15,196.36,0.0023,0.0149,0.0864,0.2931,161.6384691,150508,0.000360831,64.31275953,6,4,126.1666667,3,0.31,43.44940119,1202100,125449,Hard_CLK
CLKhard_166,100.0583981,173.82,204.45,0.0021,0.0148,0.0839,0.295,157.804291,158404,0.000397299,58.1482667,5,0,182.3,17,0.15,39.66672282,1320270,189196,Hard_CLK
